Timestamp,CPU_Usage,Memory_Usage
2026-06-14 19:15:19,88.6,95.8
2026-06-14 19:15:21,100.0,95.5
2026-06-14 19:15:24,99.1,96.7
2026-06-14 19:15:26,100.0,94.5
2026-06-14 19:15:28,93.2,95.0
2026-06-14 19:15:30,99.8,96.4
2026-06-14 19:15:32,98.0,93.2
2026-06-14 19:15:34,96.4,93.2
2026-06-14 19:15:36,86.9,93.4
2026-06-14 19:15:38,92.2,96.6
2026-06-14 19:15:40,40.0,88.1
2026-06-14 19:15:42,40.7,85.8
2026-06-14 19:15:44,24.8,84.5
2026-06-14 19:15:46,56.2,87.5
2026-06-14 19:15:48,22.0,85.5
2026-06-14 19:15:50,24.9,86.0
2026-06-14 19:15:52,50.2,89.2
2026-06-14 19:15:54,25.5,89.1
2026-06-14 19:15:56,24.9,88.7
2026-06-14 19:15:58,35.0,88.3
2026-06-14 19:16:00,21.6,88.4
2026-06-14 19:16:02,24.2,90.3
2026-06-14 19:16:04,21.6,90.8
2026-06-14 19:16:06,29.1,92.9
2026-06-14 19:16:08,21.9,93.1
2026-06-14 19:16:10,28.9,93.5
2026-06-14 19:16:12,54.8,94.6
2026-06-14 19:16:14,40.9,93.1
2026-06-14 19:16:16,49.5,90.8
2026-06-14 19:16:18,55.9,92.4
2026-06-14 19:16:20,48.5,93.5
2026-06-14 19:16:22,60.6,95.1
2026-06-14 19:16:24,89.6,96.1
2026-06-14 19:16:26,97.4,92.4
2026-06-14 19:16:28,58.0,89.8
2026-06-14 19:16:30,84.8,91.3
2026-06-14 19:16:32,69.1,93.7
2026-06-14 19:16:34,100.0,93.0
2026-06-14 19:16:36,90.5,95.2
2026-06-14 19:16:38,99.4,93.6
2026-06-14 19:16:40,84.9,93.7
2026-06-14 19:16:42,78.7,92.0
2026-06-14 19:16:44,47.3,87.2
2026-06-14 19:16:46,61.5,87.7
2026-06-14 19:16:48,24.6,87.2
2026-06-14 19:16:50,52.8,88.2
2026-06-14 19:16:52,44.1,89.5
2026-06-14 19:16:54,39.8,89.9
2026-06-14 19:16:56,53.4,93.3
2026-06-14 19:16:58,23.4,94.1
2026-06-14 19:17:00,44.4,92.3
2026-06-14 19:17:02,35.6,91.7
2026-06-14 19:17:04,22.1,91.5
2026-06-14 19:17:06,19.6,91.0
2026-06-14 19:17:08,17.1,91.1
2026-06-14 19:17:10,29.6,89.9
2026-06-14 19:17:12,30.0,90.4
2026-06-14 19:17:14,25.9,90.7
2026-06-14 19:17:16,22.7,91.3
2026-06-14 19:17:19,27.0,92.2
2026-06-14 19:17:21,19.9,93.4
2026-06-14 19:17:23,57.3,94.6
2026-06-14 19:17:25,72.4,92.5
2026-06-14 19:17:27,55.9,93.7
2026-06-14 19:17:29,24.9,94.2
2026-06-14 19:17:31,45.0,94.8
2026-06-14 19:17:33,58.6,94.9
2026-06-14 19:17:35,44.3,93.7
2026-06-14 19:17:37,63.5,93.0
2026-06-14 19:17:39,56.8,91.8
2026-06-14 19:17:41,48.7,90.3
2026-06-14 19:17:43,55.8,88.7
2026-06-14 19:17:45,50.4,86.7
2026-06-14 19:17:47,30.8,86.5
2026-06-14 19:17:49,40.9,88.1
2026-06-14 19:17:51,21.9,87.0
2026-06-14 19:17:53,34.3,86.7
2026-06-14 19:17:55,61.2,89.1
2026-06-14 19:17:57,37.4,91.1
2026-06-14 19:17:59,44.2,93.0
2026-06-14 19:18:01,44.1,92.9
2026-06-14 19:18:03,25.7,92.7
2026-06-14 19:18:05,16.3,92.6
2026-06-14 19:18:07,19.2,92.5
2026-06-14 19:18:09,24.5,93.3
2026-06-14 21:30:25,29.3,92.0
2026-06-14 21:30:26,19.1,92.4
2026-06-14 21:30:27,9.8,92.6
2026-06-14 21:30:28,19.3,92.9
2026-06-14 21:30:29,33.8,93.5
2026-06-14 21:30:30,18.1,93.5
2026-06-14 21:30:31,10.8,93.5
2026-06-14 21:30:32,35.0,93.9
2026-06-14 21:30:33,24.5,94.0
2026-06-14 21:30:34,13.2,94.2
2026-06-14 21:30:35,47.6,94.6
2026-06-14 21:30:36,39.6,93.6
2026-06-14 21:30:37,65.8,95.1
2026-06-14 21:30:38,88.6,97.0
2026-06-14 21:30:39,92.0,95.7
2026-06-14 21:30:40,99.3,92.3
2026-06-14 21:30:41,95.1,93.5
2026-06-14 21:30:42,70.9,94.3
2026-06-14 21:30:43,73.9,95.8
2026-06-14 21:30:44,96.2,94.6
2026-06-14 21:30:45,85.1,92.9
2026-06-14 21:30:46,51.5,92.7
2026-06-14 21:30:47,30.2,92.1
2026-06-14 21:30:48,35.2,91.1
2026-06-14 21:30:49,85.3,92.9
2026-06-14 21:30:50,88.4,93.7
2026-06-14 21:30:52,85.5,94.3
2026-06-14 21:30:53,96.3,92.9
2026-06-14 21:30:54,99.5,93.0
2026-06-14 21:30:55,92.5,89.7
2026-06-14 21:30:56,67.4,89.7
2026-06-14 21:30:57,53.8,87.6
2026-06-14 21:30:58,52.9,89.7
2026-06-14 21:30:59,40.6,89.4
2026-06-14 21:31:00,27.0,90.3
2026-06-14 21:31:01,72.3,92.8
2026-06-14 21:31:02,37.4,92.1
2026-06-14 21:31:03,31.3,91.6
2026-06-14 21:31:05,43.0,91.2
2026-06-14 21:31:06,29.8,91.3
2026-06-14 21:31:07,17.2,91.5
2026-06-14 21:31:08,41.3,91.7
2026-06-14 21:31:09,26.9,92.6
2026-06-14 21:31:10,40.4,94.0
2026-06-14 21:31:11,85.1,95.1
2026-06-14 21:31:12,100.0,95.1
2026-06-14 21:31:13,100.0,91.6
2026-06-14 21:31:15,100.0,95.0
2026-06-14 21:31:16,93.9,95.2
2026-06-14 21:31:17,99.8,95.6
2026-06-14 21:31:18,98.8,92.7
2026-06-14 21:31:20,100.0,91.9
2026-06-14 21:31:21,100.0,94.4
2026-06-14 21:31:23,100.0,94.6
2026-06-14 21:31:26,100.0,94.1
2026-06-14 21:31:29,100.0,96.8
2026-06-14 21:31:32,100.0,96.2
2026-06-14 21:31:34,100.0,94.3
2026-06-14 21:31:35,100.0,94.1
2026-06-14 21:31:37,100.0,95.7
2026-06-14 21:31:38,100.0,96.2
2026-06-14 21:31:39,99.1,94.6
2026-06-14 21:31:40,100.0,95.5
2026-06-14 21:31:42,100.0,94.8
2026-06-14 21:31:44,100.0,94.2
2026-06-14 21:31:46,60.5,95.1
2026-06-14 21:31:48,93.0,96.2
2026-06-14 21:31:49,100.0,94.1
2026-06-14 21:31:50,100.0,96.7
2026-06-14 21:31:51,100.0,98.7
2026-06-14 21:31:53,100.0,93.2
2026-06-14 21:31:54,100.0,96.6
2026-06-14 21:31:56,100.0,98.8
2026-06-14 21:31:58,100.0,97.8
2026-06-14 21:31:59,100.0,95.6
2026-06-14 21:32:00,100.0,95.3
2026-06-14 21:32:01,100.0,95.8
2026-06-14 21:32:02,100.0,95.4
2026-06-14 21:32:04,100.0,93.1
2026-06-14 21:32:05,100.0,95.5
2026-06-14 21:32:06,100.0,95.3
2026-06-14 21:32:07,99.2,97.1
2026-06-14 21:32:08,99.0,95.2
2026-06-14 21:32:11,100.0,96.6
2026-06-14 21:32:12,100.0,96.4
2026-06-14 21:32:14,100.0,94.3
2026-06-14 21:32:15,100.0,95.1
2026-06-14 21:32:16,100.0,95.8
2026-06-14 21:32:18,100.0,94.5
2026-06-14 21:32:19,100.0,95.5
2026-06-14 21:32:20,99.6,94.1
2026-06-14 21:32:21,100.0,93.4
2026-06-14 21:32:22,94.9,94.5
2026-06-14 21:32:23,53.8,94.9
2026-06-14 21:32:24,89.5,95.5
2026-06-14 21:32:25,65.4,95.6
2026-06-14 21:32:26,76.6,95.9
2026-06-14 21:32:27,100.0,93.9
2026-06-14 21:32:28,63.0,94.9
2026-06-14 21:32:30,91.0,95.7
2026-06-14 21:32:31,94.4,95.3
2026-06-14 21:32:32,91.0,93.3
2026-06-14 21:32:33,86.2,95.0
2026-06-14 21:32:34,59.5,96.0
2026-06-14 21:32:35,78.3,95.3
2026-06-14 21:32:36,100.0,92.9
2026-06-14 21:32:37,40.5,92.9
2026-06-14 21:32:38,24.7,93.2
2026-06-14 21:32:39,75.0,95.0
2026-06-14 21:32:40,41.3,95.0
2026-06-14 21:32:41,63.3,95.8
2026-06-14 21:32:43,100.0,95.1
2026-06-14 21:32:44,92.6,93.3
2026-06-14 21:32:45,99.1,95.5
2026-06-14 21:32:46,93.9,95.1
2026-06-14 21:32:47,99.3,93.9
2026-06-14 21:32:49,90.5,95.6
2026-06-14 21:32:50,85.1,93.4
2026-06-14 21:32:51,100.0,94.2
2026-06-14 21:32:53,94.9,96.2
2026-06-14 21:32:54,96.4,95.0
2026-06-14 21:32:55,100.0,95.1
2026-06-14 21:32:57,94.2,96.2
2026-06-14 21:32:58,100.0,93.9
2026-06-14 21:32:59,73.9,94.8
2026-06-14 21:33:00,94.9,95.6
2026-06-14 21:33:01,86.9,96.0
2026-06-14 21:33:02,75.9,95.1
2026-06-14 21:33:03,96.3,96.6
2026-06-14 21:33:05,95.4,97.3
2026-06-14 21:33:06,99.8,95.2
2026-06-14 21:33:07,91.2,96.0
2026-06-14 21:33:08,41.5,94.7
2026-06-14 21:33:09,53.3,94.2
2026-06-14 21:33:10,24.6,94.4
2026-06-14 21:33:11,17.9,94.6
2026-06-14 21:33:12,93.9,96.7
2026-06-14 21:33:13,79.4,96.2
2026-06-14 21:33:14,75.0,95.6
2026-06-14 21:33:16,95.5,96.4
2026-06-14 21:33:17,91.0,96.5
2026-06-14 21:33:18,100.0,96.3
2026-06-14 21:33:20,93.9,93.6
2026-06-14 21:33:21,75.5,91.2
2026-06-14 21:33:22,76.2,91.8
2026-06-14 21:33:23,67.1,93.2
2026-06-14 21:33:24,72.2,94.0
2026-06-14 21:33:25,69.7,93.7
2026-06-14 21:33:26,87.2,95.1
2026-06-14 21:33:27,100.0,96.1
2026-06-14 21:33:29,100.0,94.8
2026-06-14 21:33:30,99.1,92.9
2026-06-14 21:33:31,94.7,93.7
2026-06-14 21:33:32,90.9,95.6
2026-06-14 21:33:33,92.2,95.3
2026-06-14 21:33:34,93.0,94.8
2026-06-14 21:33:35,46.3,95.4
2026-06-14 21:33:36,90.7,95.5
2026-06-14 21:33:37,83.5,96.3
2026-06-14 21:33:38,68.0,94.7
2026-06-14 21:33:39,68.0,94.9
2026-06-14 21:33:41,27.4,94.4
2026-06-14 21:33:42,20.6,94.3
2026-06-14 21:33:43,66.4,94.6
2026-06-14 21:33:44,49.0,94.4
2026-06-14 21:33:45,39.4,94.6
2026-06-14 21:33:46,83.0,94.8
2026-06-14 21:33:47,41.0,94.9
2026-06-14 21:33:48,33.5,95.0
2026-06-14 21:33:49,68.4,94.8
2026-06-14 21:33:50,27.3,94.4
2026-06-14 21:33:51,55.6,94.9
2026-06-14 21:33:52,70.1,94.9
2026-06-14 21:33:53,37.2,95.2
2026-06-14 21:33:54,48.8,92.9
2026-06-14 21:33:55,68.8,93.9
2026-06-14 21:33:56,43.1,94.7
2026-06-14 21:33:57,77.5,94.4
2026-06-14 21:33:58,77.0,94.3
2026-06-14 21:33:59,44.4,94.5
2026-06-14 21:34:00,47.0,94.2
2026-06-14 21:34:01,52.5,94.7
2026-06-14 21:34:02,66.3,93.3
2026-06-14 21:34:03,65.1,93.7
2026-06-14 21:34:04,35.0,93.1
2026-06-14 21:34:05,41.8,93.5
2026-06-14 21:34:06,61.2,92.5
2026-06-14 21:34:07,39.5,91.9
2026-06-14 21:34:08,45.1,92.0
2026-06-14 21:34:09,80.4,91.5
2026-06-14 21:34:10,76.2,90.3
2026-06-14 21:34:11,65.4,91.1
2026-06-14 21:34:12,92.9,92.6
2026-06-14 21:34:14,85.0,93.3
2026-06-14 21:34:15,30.1,93.1
2026-06-14 21:34:16,32.4,93.0
2026-06-14 21:34:17,29.5,91.6
2026-06-14 21:34:18,38.0,91.3
2026-06-14 21:34:19,84.0,93.1
2026-06-14 21:34:20,76.0,94.2
2026-06-14 21:34:21,82.4,95.1
2026-06-14 21:34:22,69.6,94.5
2026-06-14 21:34:24,55.3,92.0
2026-06-14 21:34:25,53.3,91.2
2026-06-14 21:34:26,20.9,90.2
2026-06-14 21:34:27,18.4,89.0
2026-06-14 21:34:28,51.9,88.8
2026-06-14 21:34:29,19.0,87.2
2026-06-14 21:34:30,10.9,87.2
2026-06-14 21:34:31,46.5,89.4
2026-06-14 21:34:32,26.2,89.9
2026-06-14 21:34:33,30.9,91.6
2026-06-14 21:34:34,71.8,94.5
2026-06-14 21:34:35,21.2,93.0
2026-06-14 21:34:36,25.3,93.6
2026-06-14 21:34:37,62.8,94.4
2026-06-14 21:34:38,77.8,95.3
2026-06-14 21:34:39,84.4,92.3
2026-06-14 21:34:40,79.5,91.5
2026-06-14 21:34:41,38.1,90.9
2026-06-14 21:34:42,32.2,89.7
2026-06-14 21:34:43,36.6,88.9
2026-06-14 21:34:44,17.2,88.7
2026-06-14 21:34:45,27.5,89.6
2026-06-14 21:34:46,35.7,89.8
2026-06-14 21:34:47,14.2,89.8
2026-06-14 21:34:48,11.7,89.8
2026-06-14 21:34:49,40.5,89.6
2026-06-14 21:34:50,22.3,89.0
2026-06-14 21:34:51,25.3,89.7
2026-06-14 21:34:52,40.1,90.9
2026-06-14 21:34:53,56.9,92.5
2026-06-14 21:34:54,31.1,92.1
2026-06-14 21:34:55,50.7,91.6
2026-06-14 21:34:56,48.5,92.8
2026-06-14 21:34:57,48.8,93.3
2026-06-14 21:34:58,51.4,92.8
2026-06-14 21:34:59,10.9,93.0
2026-06-14 21:35:00,18.7,92.8
2026-06-14 21:35:01,16.5,93.0
2026-06-14 21:35:02,17.3,92.9
2026-06-14 21:35:03,18.4,92.9
2026-06-14 21:35:04,12.7,92.8
2026-06-14 21:35:05,25.4,93.1
2026-06-14 21:35:06,30.7,94.1
2026-06-14 21:35:07,73.7,96.8
2026-06-14 21:35:08,89.4,98.8
2026-06-14 21:35:10,99.8,91.8
2026-06-14 21:35:11,92.9,95.5
2026-06-14 21:35:12,94.6,96.0
2026-06-14 21:35:14,46.2,96.0
2026-06-14 21:35:15,100.0,96.6
2026-06-14 21:35:16,100.0,96.3
2026-06-14 21:35:17,100.0,93.1
2026-06-14 21:35:18,100.0,94.8
2026-06-14 21:35:20,100.0,96.1
2026-06-14 21:35:22,100.0,92.8
2026-06-14 21:35:23,100.0,94.7
2026-06-14 21:35:24,100.0,93.1
2026-06-14 21:35:26,99.8,93.0
2026-06-14 21:35:27,100.0,93.6
2026-06-14 21:35:28,70.8,95.2
2026-06-14 21:35:29,13.4,95.0
2026-06-14 21:35:31,25.0,95.0
2026-06-14 21:35:32,99.4,96.6
2026-06-14 21:35:33,100.0,94.9
2026-06-14 21:35:34,100.0,96.4
2026-06-14 21:35:35,100.0,97.7
2026-06-14 21:35:37,100.0,92.4
2026-06-14 21:35:38,100.0,95.2
2026-06-14 21:35:40,100.0,88.6
2026-06-14 21:35:41,100.0,91.1
2026-06-14 21:35:42,100.0,93.5
2026-06-14 21:35:43,100.0,93.7
2026-06-14 21:35:44,100.0,94.2
2026-06-14 21:35:46,98.5,94.4
2026-06-14 21:35:47,100.0,94.7
2026-06-14 21:35:48,99.6,94.5
2026-06-14 21:35:49,98.1,94.9
2026-06-14 21:35:50,100.0,95.2
2026-06-14 21:35:51,99.8,92.1
2026-06-14 21:35:52,100.0,94.5
2026-06-14 21:35:53,100.0,96.5
2026-06-14 21:35:55,100.0,97.4
2026-06-14 21:35:57,100.0,94.7
2026-06-14 21:35:59,100.0,95.8
2026-06-14 21:36:01,100.0,95.6
2026-06-14 21:36:02,100.0,96.9
2026-06-14 21:36:05,100.0,94.9
2026-06-14 21:36:06,99.8,95.8
2026-06-14 21:36:07,100.0,94.2
2026-06-14 21:36:09,100.0,96.7
2026-06-14 21:36:11,100.0,95.5
2026-06-14 21:36:12,100.0,96.9
2026-06-14 21:36:13,100.0,94.0
2026-06-14 21:36:15,100.0,96.1
2026-06-14 21:36:16,100.0,94.2
2026-06-14 21:36:17,100.0,95.9
2026-06-14 21:36:19,100.0,97.0
2026-06-14 21:36:23,100.0,95.9
2026-06-14 21:36:24,100.0,96.9
2026-06-14 21:36:25,99.3,96.8
2026-06-14 21:36:26,100.0,94.9
2026-06-14 21:36:28,99.8,96.1
2026-06-14 21:36:29,100.0,96.5
2026-06-14 21:36:30,100.0,96.3
2026-06-14 21:36:31,100.0,95.5
2026-06-14 21:36:32,100.0,94.4
2026-06-14 21:36:33,99.4,96.2
2026-06-14 21:36:34,96.9,96.8
2026-06-14 21:36:35,100.0,94.5
2026-06-14 21:36:36,99.4,96.5
2026-06-14 21:36:37,53.1,96.6
2026-06-14 21:36:39,12.5,96.6
2026-06-14 21:36:40,88.6,90.2
2026-06-14 21:36:41,86.2,89.9
2026-06-14 21:36:42,100.0,91.1
2026-06-14 21:36:43,100.0,91.9
2026-06-14 21:36:45,85.3,92.3
2026-06-14 21:36:46,100.0,93.6
2026-06-14 21:36:47,100.0,94.4
2026-06-14 21:36:48,100.0,96.4
2026-06-14 21:36:49,100.0,96.7
2026-06-14 21:36:50,99.4,95.6
2026-06-14 21:36:51,99.4,93.7
2026-06-14 21:36:52,100.0,96.0
2026-06-14 21:36:54,100.0,95.7
2026-06-14 21:36:55,100.0,95.1
2026-06-14 21:36:56,100.0,93.4
2026-06-14 21:36:57,88.8,95.2
2026-06-14 21:36:58,97.7,95.4
2026-06-14 21:36:59,22.3,95.0
2026-06-14 21:37:00,59.1,89.1
2026-06-14 21:37:01,96.3,89.9
2026-06-14 21:37:02,92.2,91.7
2026-06-14 21:37:03,78.2,91.2
2026-06-14 21:37:04,87.1,92.2
2026-06-14 21:37:05,59.6,93.7
2026-06-14 21:37:06,75.4,94.5
2026-06-14 21:37:07,98.7,94.9
2026-06-14 21:37:08,99.1,96.0
2026-06-14 21:37:10,100.0,94.8
2026-06-14 21:37:11,86.3,95.9
2026-06-14 21:37:12,90.0,95.7
2026-06-14 21:37:13,93.0,93.6
2026-06-14 21:37:14,96.4,93.8
2026-06-14 21:37:15,50.8,94.5
2026-06-14 21:37:16,85.0,94.9
2026-06-14 21:37:17,90.6,93.5
2026-06-14 21:37:18,55.7,94.7
2026-06-14 21:37:19,71.9,95.2
2026-06-14 21:37:20,97.4,95.9
2026-06-14 21:37:21,93.3,94.5
2026-06-14 21:37:22,97.4,94.4
2026-06-14 21:37:23,74.1,95.3
2026-06-14 21:37:24,81.6,90.8
2026-06-14 21:37:25,86.7,91.4
2026-06-14 21:37:26,48.0,89.3
2026-06-14 21:37:28,53.1,90.6
2026-06-14 21:37:29,89.9,92.7
2026-06-14 21:37:30,64.9,93.2
2026-06-14 21:37:31,71.3,94.7
2026-06-14 21:37:32,99.6,93.4
2026-06-14 21:37:33,91.4,94.5
2026-06-14 21:37:34,98.8,89.8
2026-06-14 21:37:35,100.0,90.6
2026-06-14 21:37:36,100.0,91.6
2026-06-14 21:37:37,100.0,91.8
2026-06-14 21:37:38,100.0,92.1
2026-06-14 21:37:39,99.4,93.8
2026-06-14 21:37:40,100.0,93.9
2026-06-14 21:37:42,98.9,95.3
2026-06-14 21:37:43,81.2,93.4
2026-06-14 21:37:44,67.7,93.9
2026-06-14 21:37:45,52.8,94.5
2026-06-14 21:37:46,64.0,94.5
2026-06-14 21:37:47,94.9,96.0
2026-06-14 21:37:48,98.3,96.7
2026-06-14 21:37:49,100.0,94.3
2026-06-14 21:37:51,96.6,93.2
2026-06-14 21:37:52,95.3,95.1
2026-06-14 21:37:53,98.9,94.9
2026-06-14 21:37:54,99.8,94.2
2026-06-14 21:37:55,99.6,92.6
2026-06-14 21:37:56,85.6,92.6
2026-06-14 21:37:57,86.2,93.9
2026-06-14 21:37:58,84.9,91.3
2026-06-14 21:37:59,77.3,91.4
2026-06-14 21:38:00,64.7,92.3
2026-06-14 21:38:01,65.2,91.6
2026-06-14 21:38:02,76.5,92.1
2026-06-14 21:38:03,61.8,92.7
2026-06-14 21:38:04,70.8,92.8
2026-06-14 21:38:05,60.0,92.7
2026-06-14 21:38:06,39.5,92.7
2026-06-14 21:38:08,11.0,92.5
2026-06-14 21:38:10,78.5,92.4
2026-06-14 21:38:11,59.9,92.0
2026-06-14 21:38:12,64.7,94.6
2026-06-14 21:38:14,74.0,95.6
2026-06-14 21:38:15,84.9,95.6
2026-06-14 21:38:16,95.0,95.2
2026-06-14 21:38:17,97.9,96.4
2026-06-14 21:38:18,99.6,91.4
2026-06-14 21:38:19,96.4,91.7
2026-06-14 21:38:20,99.6,92.0
2026-06-14 21:38:21,61.6,90.9
2026-06-14 21:38:22,57.6,90.4
2026-06-14 21:38:23,81.4,91.5
2026-06-14 21:38:24,48.4,91.3
2026-06-14 21:38:25,40.4,91.3
2026-06-14 21:38:26,36.0,91.4
2026-06-14 21:38:27,39.1,91.3
2026-06-14 21:38:28,44.6,91.7
2026-06-14 21:38:29,24.1,91.6
2026-06-14 21:38:30,36.2,91.8
2026-06-14 21:38:31,86.9,91.8
2026-06-14 21:38:32,64.9,91.6
2026-06-14 21:38:33,48.0,90.0
2026-06-14 21:38:34,64.0,90.0
2026-06-14 21:38:35,73.0,89.1
2026-06-14 21:38:36,99.8,89.5
2026-06-14 21:38:38,62.7,87.5
2026-06-14 21:38:39,34.4,88.5
2026-06-14 21:38:40,52.7,88.7
2026-06-14 21:38:41,22.9,88.7
2026-06-14 21:38:42,17.2,88.9
2026-06-14 21:38:43,16.7,89.0
2026-06-14 21:38:44,35.2,89.3
2026-06-14 21:38:45,13.0,89.4
2026-06-14 21:38:46,21.1,89.4
2026-06-14 21:38:47,18.8,89.1
2026-06-14 21:38:48,13.6,89.0
2026-06-14 21:38:49,20.4,89.0
2026-06-14 21:38:50,16.6,89.1
2026-06-14 21:38:51,19.9,89.0
2026-06-14 21:38:52,24.9,89.0
2026-06-14 21:38:53,16.4,89.0
2026-06-14 21:38:54,17.4,89.2
2026-06-14 21:38:55,32.0,89.1
2026-06-14 21:38:56,19.5,89.2
2026-06-14 21:38:57,12.9,89.0
2026-06-14 21:38:58,19.8,89.3
2026-06-14 21:38:59,26.9,89.5
2026-06-14 21:39:00,16.8,89.6
2026-06-14 21:39:01,44.9,89.9
2026-06-14 21:39:02,35.0,90.1
2026-06-14 21:39:03,15.3,90.7
2026-06-14 21:39:04,47.0,92.2
2026-06-14 21:39:05,20.1,92.1
2026-06-14 21:39:06,64.6,93.8
2026-06-14 21:39:07,77.7,94.5
2026-06-14 21:39:08,92.9,96.6
2026-06-14 21:39:09,82.9,93.5
2026-06-14 21:39:10,72.4,94.2
2026-06-14 21:39:11,52.7,94.5
2026-06-14 21:39:12,32.1,94.4
2026-06-14 21:39:13,51.8,95.3
2026-06-14 21:39:14,45.7,93.9
2026-06-14 21:39:15,63.3,95.1
2026-06-14 21:39:16,79.5,94.3
2026-06-14 21:39:17,84.2,94.7
2026-06-14 21:39:18,56.5,94.7
2026-06-14 21:39:19,60.0,94.2
2026-06-14 21:39:20,28.7,92.9
2026-06-14 21:39:21,33.0,92.1
2026-06-14 21:39:22,33.4,92.5
2026-06-14 21:39:23,34.6,93.1
2026-06-14 21:39:24,33.8,93.1
2026-06-14 21:39:25,54.4,94.0
2026-06-14 21:39:26,44.6,93.7
2026-06-14 21:39:27,43.1,93.6
2026-06-14 21:39:28,46.3,93.8
2026-06-14 21:39:29,27.1,94.0
2026-06-14 21:39:30,20.0,93.6
2026-06-14 21:39:31,57.7,94.2
2026-06-14 21:39:32,16.4,94.3
2026-06-14 21:39:34,60.5,96.4
2026-06-14 21:39:35,79.4,93.6
2026-06-14 21:39:36,59.4,90.6
2026-06-14 21:39:37,32.2,90.1
2026-06-14 21:39:38,35.5,90.1
2026-06-14 21:39:39,13.1,90.2
2026-06-14 21:39:40,27.5,90.5
2026-06-14 21:39:41,30.0,90.6
2026-06-14 21:39:42,23.3,91.2
2026-06-14 21:39:43,13.6,91.3
2026-06-14 21:39:44,17.2,91.6
2026-06-14 21:39:45,13.8,91.7
2026-06-14 21:39:46,21.2,92.0
2026-06-14 21:39:47,27.0,92.1
2026-06-14 21:39:48,12.8,92.2
2026-06-14 21:39:49,10.5,92.8
2026-06-14 21:39:50,26.5,93.5
2026-06-14 21:39:51,33.5,93.4
2026-06-14 21:39:52,17.9,93.5
2026-06-14 21:39:53,26.7,93.5
2026-06-14 21:39:54,23.4,94.0
2026-06-14 21:39:55,23.9,93.7
2026-06-14 21:39:56,18.5,93.5
2026-06-14 21:39:57,17.1,93.8
2026-06-14 21:39:58,30.8,94.2
2026-06-14 21:39:59,23.5,94.5
2026-06-14 21:40:00,19.1,94.7
2026-06-14 21:40:01,30.7,94.4
2026-06-14 21:40:02,28.7,93.7
2026-06-14 21:40:03,18.5,93.7
2026-06-14 21:40:04,20.0,94.1
2026-06-14 21:40:05,6.4,94.3
2026-06-14 21:40:06,34.8,94.3
2026-06-14 21:40:07,25.7,94.5
2026-06-14 21:40:08,9.3,94.5
2026-06-14 21:40:09,13.6,94.6
2026-06-14 21:40:11,36.9,93.4
2026-06-14 21:40:12,19.8,93.1
2026-06-14 21:40:13,23.7,91.8
2026-06-14 21:40:14,57.2,93.3
2026-06-14 21:40:15,29.7,93.9
2026-06-14 21:40:16,48.8,95.0
2026-06-14 21:40:17,93.8,91.9
2026-06-14 21:40:18,26.5,91.4
